"Nº pers.","Clave de sexo","Centro","Área de nómina","Condición","Relación laboral","Rel. Laboral ok","Unidad organizativa","Grupo de invalidez","Categoría profesional","Tipo de contrato","fijo/Temp","GI","Disc","GrdOcup","Días","FTE","Personas","Mes",""
"00006268","mujeres","Centro 3","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Asociación Cultural","","Monitor Extraescolares","501","Temporal ","0","","20.77","22","0.1474","0.709677419","Jan-22",""
"00005860","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005861","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","22","0.709677419","0.709677419","Jan-22",""
"00005869","mujeres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Auxiliar Administrativo","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005885","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005935","hombres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005947","hombres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005956","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005979","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00005994","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006012","hombres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","FP","","Profesor","410","Temporal ","0","","100","15","0.483870968","0.483870968","Jan-22",""
"00006015","hombres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006016","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006027","hombres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006053","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006065","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006083","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006084","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006086","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006087","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006106","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","FP","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006072","mujeres","Centro 4","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Asociación Cultural","","Monitor Extraescolares","501","Temporal ","0","","5","31","0.05","1","Jan-22",""
"00006124","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006168","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Limpieza","Personal de mantenimiento y limpieza","Servicios","","Empl. Servicio Limpieza","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006169","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006172","hombres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006196","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Docente","Personal docente","FP","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006204","hombres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006205","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","D.O.P.","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006208","hombres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006215","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006216","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","22","0.709677419","0.709677419","Jan-22",""
"00006221","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006222","hombres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","31","1","1","Jan-22",""
"00006297","hombres","Centro 1","Ocio Educat.","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Asociación Cultural","","Monitor","501","Temporal ","0","","5.1","7","0.011516129","0.225806452","Jan-22",""
"00006289","hombres","Centro 2","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Socorrista","510","Temporal ","0","","68.18","19","0.417877419","0.612903226","Jan-22",""
"00006299","mujeres","Centro 6","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","510","Temporal ","0","","10.39","8","0.026812903","0.258064516","Jan-22",""
"00005713","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","510","Temporal ","0","","40","9","0.116129032","0.290322581","Jan-22",""
"00005713","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","510","Temporal ","0","","90","22","0.638709677","0.709677419","Jan-22",""
"00006263","hombres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","19","0.612903226","0.612903226","Jan-22",""
"00006278","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","410","Temporal ","0","","100","13","0.419354839","0.419354839","Jan-22",""
"00006280","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","14","0.451612903","0.451612903","Jan-22",""
"00006309","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Office","410","Temporal ","0","","100","5","0.161290323","0.161290323","Jan-22",""
"00006312","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","410","Temporal ","0","","100","6","0.193548387","0.193548387","Jan-22",""
"00006255","hombres","Centro 7","Enseñanza Privada","No socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","501","Temporal ","0","","58","22","0.411612903","0.709677419","Jan-22",""
"00003687","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","12","0.387096774","0.387096774","Jan-22",""
"00004445","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","13","0.419354839","0.419354839","Jan-22",""
"00004467","mujeres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","4","0.129032258","0.129032258","Jan-22",""
"00005626","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","410","Temporal ","0","","100","20","0.64516129","0.64516129","Jan-22",""
"00005720","mujeres","Centro 7","Enseñanza Privada","No socios","Per. Docente","Personal docente","FP","","Profesor","410","Temporal ","0","","100","22","0.709677419","0.709677419","Jan-22",""
"00005826","hombres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","15","0.483870968","0.483870968","Jan-22",""
"00005829","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","410","Temporal ","0","","100","5","0.161290323","0.161290323","Jan-22",""
"00005975","hombres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Auxiliar Administrativo","402","Temporal ","0","","100","18","0.580645161","0.580645161","Jan-22",""
"00005975","hombres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Auxiliar Administrativo","410","Temporal ","0","","100","12","0.387096774","0.387096774","Jan-22",""
"00005975","hombres","Centro 12","Enseñanza Privada","No socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Auxiliar Administrativo","410","Temporal ","0","","100","1","0.032258065","0.032258065","Jan-22",""
"00006256","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","22","0.709677419","0.709677419","Jan-22",""
"00006272","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","18","0.580645161","0.580645161","Jan-22",""
"00006273","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","410","Temporal ","0","","100","19","0.612903226","0.612903226","Jan-22",""
"00006282","hombres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","410","Temporal ","0","","100","14","0.451612903","0.451612903","Jan-22",""
"00003426","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","D.O.P.","","Técnico Integración Social","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00003471","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00004508","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005051","hombres","Centro 2","Enseñanza Privada","No socios","Per. Docente","Personal docente","","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005121","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005168","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005177","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005208","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005457","hombres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005466","mujeres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005469","mujeres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005470","hombres","Centro 7","Enseñanza Privada","No socios","Per. Docente","Personal docente","D.O.P.","","Prof. Terapéuta","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005486","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005534","hombres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005575","mujeres","Centro 6","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005651","hombres","Centro 7","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005707","mujeres","Centro 5","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005721","hombres","Centro 1","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005723","hombres","Centro 3","Enseñanza Privada","No socios","Per. Docente","Personal docente","Primaria","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005729","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Secundaria","","Profesor","420","Temporal ","0","","100","31","1","1","Jan-22",""
"00005750","mujeres","Centro 4","Enseñanza Privada","No socios","Per. Docente","Personal docente","Infantil","","Maestro","420","Temporal ","0","","100","31","1","1","Jan-22",""
